"Code","Name","Alternative code","Formulation","Alternative name","Alternative formulation","Really equivalent?"
0407020B0BMADAK,Sevodyne 15micrograms/hour transdermal patches,0407020B0AAAKAK,,Buprenorphine 15micrograms/hour transdermal patches,,Y
0407020B0BMADAK,Sevodyne 15micrograms/hour transdermal patches,0407020B0BEADAK,,BuTrans 15micrograms/hour transdermal patches,,Y
0407020B0BMADAK,Sevodyne 15micrograms/hour transdermal patches,0407020B0BHADAK,,Butec 15micrograms/hour transdermal patches,,Y
0407020B0BMADAK,Sevodyne 15micrograms/hour transdermal patches,0407020B0BKACAK,,Reletrans 15micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0AAAHAH,,Buprenorphine 5micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0BEAAAH,,BuTrans 5micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0BHAAAH,,Butec 5micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0BKAAAH,,Reletrans 5micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0BMAAAH,,Sevodyne 5micrograms/hour transdermal patches,,Y
0407020B0BUAAAH,Bunov 5micrograms/hour transdermal patches,0407020B0BVAAAH,,Rebrikel 5micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0AAAIAI,,Buprenorphine 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BEABAI,,BuTrans 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BHABAI,,Butec 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BKABAI,,Reletrans 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BLABAI,,Panitaz 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BMABAI,,Sevodyne 10micrograms/hour transdermal patches,,Y
0407020B0BUABAI,Bunov 10micrograms/hour transdermal patches,0407020B0BVABAI,,Rebrikel 10micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0AAAJAJ,,Buprenorphine 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BEACAJ,,BuTrans 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BHACAJ,,Butec 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BKADAJ,,Reletrans 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BLACAJ,,Panitaz 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BMACAJ,,Sevodyne 20micrograms/hour transdermal patches,,Y
0407020B0BUACAJ,Bunov 20micrograms/hour transdermal patches,0407020B0BVACAJ,,Rebrikel 20micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0AAAHAH,,Buprenorphine 5micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0BEAAAH,,BuTrans 5micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0BHAAAH,,Butec 5micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0BKAAAH,,Reletrans 5micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0BMAAAH,,Sevodyne 5micrograms/hour transdermal patches,,Y
0407020B0BVAAAH,Rebrikel 5micrograms/hour transdermal patches,0407020B0BUAAAH,,Bunov 5micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0AAAIAI,,Buprenorphine 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BEABAI,,BuTrans 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BHABAI,,Butec 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BKABAI,,Reletrans 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BLABAI,,Panitaz 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BMABAI,,Sevodyne 10micrograms/hour transdermal patches,,Y
0407020B0BVABAI,Rebrikel 10micrograms/hour transdermal patches,0407020B0BUABAI,,Bunov 10micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0AAAJAJ,,Buprenorphine 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BEACAJ,,BuTrans 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BHACAJ,,Butec 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BKADAJ,,Reletrans 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BLACAJ,,Panitaz 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BMACAJ,,Sevodyne 20micrograms/hour transdermal patches,,Y
0407020B0BVACAJ,Rebrikel 20micrograms/hour transdermal patches,0407020B0BUACAJ,,Bunov 20micrograms/hour transdermal patches,,Y
0407020L0AAABAB,Meptazinol 200mg tablets,0407020L0BBAAAB,,Meptid 200mg tablets,,Y
0407020L0BBAAAB,Meptid 200mg tablets,0407020L0AAABAB,,Meptazinol 200mg tablets,,Y
0407020M0AAAEAE,Methadone 5mg tablets,0407020M0AABUBU,Oral tablet,Methadone 5mg capsules,Oral capsule,Y
0407020M0AABIBI,Methadone 30mg capsules,0407020M0AABJBJ,Oral capsule,Methadone 30mg tablets,Oral tablet,Y
0407020M0AABJBJ,Methadone 30mg tablets,0407020M0AABIBI,Oral tablet,Methadone 30mg capsules,Oral capsule,Y
0407020M0AABLBL,Methadone 50mg capsules,0407020M0AABVBV,Oral capsule,Methadone 50mg tablets,Oral tablet,Y
0407020M0AABUBU,Methadone 5mg capsules,0407020M0AAAEAE,Oral capsule,Methadone 5mg tablets,Oral tablet,Y
0407020M0AABVBV,Methadone 50mg tablets,0407020M0AABLBL,Oral tablet,Methadone 50mg capsules,Oral capsule,Y
0407020Q0AAA6A6,Morphine sulfate 20mg/ml oral solution sugar free,0407020Q0BCABA6,,Oramorph 20mg/ml concentrated oral solution,,Y
0407020Q0AAAGAG,Morphine 200mg modified-release tablets,0407020Q0BBAEAG,,MST Continus 200mg tablets,,Y
0407020Q0AAAHAH,Morphine 100mg modified-release tablets,0407020Q0AAEBEB,Modified-release tablet,Morphine 100mg modified-release capsules,Modified-release capsule,Y
0407020Q0AAAHAH,Morphine 100mg modified-release tablets,0407020Q0BBADAH,,MST Continus 100mg tablets,,Y
0407020Q0AAAHAH,Morphine 100mg modified-release tablets,0407020Q0BNADAH,,Morphgesic SR 100mg tablets,,Y
0407020Q0AAAIAI,Morphine 60mg modified-release tablets,0407020Q0BBACAI,,MST Continus 60mg tablets,,Y
0407020Q0AAAIAI,Morphine 60mg modified-release tablets,0407020Q0BNACAI,,Morphgesic SR 60mg tablets,,Y
0407020Q0AAAKAK,Morphine 10mg modified-release tablets,0407020Q0AAEFEF,Modified-release tablet,Morphine 10mg modified-release capsules,Modified-release capsule,Y
0407020Q0AAAKAK,Morphine 10mg modified-release tablets,0407020Q0BBAAAK,,MST Continus 10mg tablets,,Y
0407020Q0AAAKAK,Morphine 10mg modified-release tablets,0407020Q0BNAAAK,,Morphgesic SR 10mg tablets,,Y
0407020Q0AAALAL,Morphine 30mg modified-release tablets,0407020Q0BBABAL,,MST Continus 30mg tablets,,Y
0407020Q0AAALAL,Morphine 30mg modified-release tablets,0407020Q0BNABAL,,Morphgesic SR 30mg tablets,,Y
0407020Q0AACDCD,Morphine 10mg tablets,0407020Q0AAGFGF,Oral tablet,Morphine 10mg orodispersible tablets sugar free,Orodispersible tablet sugar free,Y
0407020Q0AACDCD,Morphine 10mg tablets,0407020Q0BHACCD,,Sevredol 10mg tablets,,Y
0407020Q0AACECE,Morphine 20mg tablets,0407020Q0AAGHGH,Oral tablet,Morphine 20mg orodispersible tablets sugar free,Orodispersible tablet sugar free,Y
0407020Q0AACECE,Morphine 20mg tablets,0407020Q0BHADCE,,Sevredol 20mg tablets,,Y
0407020Q0AACFCF,Morphine 15mg modified-release tablets,0407020Q0BBALCF,,MST Continus 15mg tablets,,Y
0407020Q0AACGCG,Morphine 5mg modified-release tablets,0407020Q0BBAKCG,,MST Continus 5mg tablets,,Y
0407020Q0AACNCN,Morphine sulfate 10mg/5ml oral solution,0407020Q0AAGBGB,Oral solution,Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free,Oral solution sugar free,Y
0407020Q0AACNCN,Morphine sulfate 10mg/5ml oral solution,0407020Q0BCAGCN,,Oramorph 10mg/5ml oral solution,,Y
0407020Q0AADRDR,Morphine 50mg tablets,0407020Q0BHAFDR,,Sevredol 50mg tablets,,Y
0407020Q0AADSDS,Morphine 30mg capsules,0407020Q0AAGIGI,Oral capsule,Morphine 30mg orodispersible tablets sugar free,Orodispersible tablet sugar free,Y
0407020Q0AADUDU,Morphine 90mg modified-release capsules,0407020Q0BIACDU,,MXL 90mg capsules,,Y
0407020Q0AADVDV,Morphine 120mg modified-release capsules,0407020Q0BIADDV,,MXL 120mg capsules,,Y
0407020Q0AADWDW,Morphine 150mg modified-release capsules,0407020Q0BIAEDW,,MXL 150mg capsules,,Y
0407020Q0AAEBEB,Morphine 100mg modified-release capsules,0407020Q0AAAHAH,Modified-release capsule,Morphine 100mg modified-release tablets,Modified-release tablet,Y
0407020Q0AAEBEB,Morphine 100mg modified-release capsules,0407020Q0BKADEB,,Zomorph 100mg modified-release capsules,,Y
0407020Q0AAEFEF,Morphine 10mg modified-release capsules,0407020Q0AAAKAK,Modified-release capsule,Morphine 10mg modified-release tablets,Modified-release tablet,Y
0407020Q0AAEFEF,Morphine 10mg modified-release capsules,0407020Q0BKAAEF,,Zomorph 10mg modified-release capsules,,Y
0407020Q0AAELEL,Morphine sulfate 100mg/50ml solution for infusion vials,0407020Q0AAFTFT,Solution for infusion,Morphine sulfate 100mg/50ml solution for infusion pre-filled syringes,Solution for infusion,Y
0407020Q0AAFTFT,Morphine sulfate 100mg/50ml solution for infusion pre-filled syringes,0407020Q0AAELEL,Solution for infusion,Morphine sulfate 100mg/50ml solution for infusion vials,Solution for infusion,Y
0407020Q0AAGBGB,Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free,0407020Q0AACNCN,Oral solution sugar free,Morphine sulfate 10mg/5ml oral solution,Oral solution,Y
0407020Q0AAGEGE,Morphine 2.5mg orodispersible tablets sugar free,0407020Q0BQAAGE,,Actimorph 2.5mg orodispersible tablets,,Y
0407020Q0AAGFGF,Morphine 10mg orodispersible tablets sugar free,0407020Q0AACDCD,Orodispersible tablet sugar free,Morphine 10mg tablets,Oral tablet,Y
0407020Q0AAGFGF,Morphine 10mg orodispersible tablets sugar free,0407020Q0BQABGF,,Actimorph 10mg orodispersible tablets,,Y
0407020Q0AAGGGG,Morphine 1mg orodispersible tablets sugar free,0407020Q0BQACGG,,Actimorph 1mg orodispersible tablets,,Y
0407020Q0AAGHGH,Morphine 20mg orodispersible tablets sugar free,0407020Q0AACECE,Orodispersible tablet sugar free,Morphine 20mg tablets,Oral tablet,Y
0407020Q0AAGHGH,Morphine 20mg orodispersible tablets sugar free,0407020Q0BQADGH,,Actimorph 20mg orodispersible tablets,,Y
0407020Q0AAGIGI,Morphine 30mg orodispersible tablets sugar free,0407020Q0AADSDS,Orodispersible tablet sugar free,Morphine 30mg capsules,Oral capsule,Y
0407020Q0AAGIGI,Morphine 30mg orodispersible tablets sugar free,0407020Q0BQAEGI,,Actimorph 30mg orodispersible tablets,,Y
0407020Q0AAGJGJ,Morphine 5mg orodispersible tablets sugar free,0407020Q0BQAFGJ,,Actimorph 5mg orodispersible tablets,,Y
0407020Q0BBAAAK,MST Continus 10mg tablets,0407020Q0AAAKAK,,Morphine 10mg modified-release tablets,,Y
0407020Q0BBAAAK,MST Continus 10mg tablets,0407020Q0BNAAAK,,Morphgesic SR 10mg tablets,,Y
0407020Q0BBABAL,MST Continus 30mg tablets,0407020Q0AAALAL,,Morphine 30mg modified-release tablets,,Y
0407020Q0BBABAL,MST Continus 30mg tablets,0407020Q0BNABAL,,Morphgesic SR 30mg tablets,,Y
0407020Q0BBACAI,MST Continus 60mg tablets,0407020Q0AAAIAI,,Morphine 60mg modified-release tablets,,Y
0407020Q0BBACAI,MST Continus 60mg tablets,0407020Q0BNACAI,,Morphgesic SR 60mg tablets,,Y
0407020Q0BBADAH,MST Continus 100mg tablets,0407020Q0AAAHAH,,Morphine 100mg modified-release tablets,,Y
0407020Q0BBADAH,MST Continus 100mg tablets,0407020Q0BNADAH,,Morphgesic SR 100mg tablets,,Y
0407020Q0BBAEAG,MST Continus 200mg tablets,0407020Q0AAAGAG,,Morphine 200mg modified-release tablets,,Y
0407020Q0BBAKCG,MST Continus 5mg tablets,0407020Q0AACGCG,,Morphine 5mg modified-release tablets,,Y
0407020Q0BBALCF,MST Continus 15mg tablets,0407020Q0AACFCF,,Morphine 15mg modified-release tablets,,Y
0407020Q0BCABA6,Oramorph 20mg/ml concentrated oral solution,0407020Q0AAA6A6,,Morphine sulfate 20mg/ml oral solution sugar free,,Y
0407020Q0BCAGCN,Oramorph 10mg/5ml oral solution,0407020Q0AACNCN,,Morphine sulfate 10mg/5ml oral solution,,Y
0407020Q0BHACCD,Sevredol 10mg tablets,0407020Q0AACDCD,,Morphine 10mg tablets,,Y
0407020Q0BHADCE,Sevredol 20mg tablets,0407020Q0AACECE,,Morphine 20mg tablets,,Y
0407020Q0BHAFDR,Sevredol 50mg tablets,0407020Q0AADRDR,,Morphine 50mg tablets,,Y
0407020Q0BIACDU,MXL 90mg capsules,0407020Q0AADUDU,,Morphine 90mg modified-release capsules,,Y
0407020Q0BIADDV,MXL 120mg capsules,0407020Q0AADVDV,,Morphine 120mg modified-release capsules,,Y
0407020Q0BIAEDW,MXL 150mg capsules,0407020Q0AADWDW,,Morphine 150mg modified-release capsules,,Y
0407020Q0BKAAEF,Zomorph 10mg modified-release capsules,0407020Q0AAEFEF,,Morphine 10mg modified-release capsules,,Y
0407020Q0BKADEB,Zomorph 100mg modified-release capsules,0407020Q0AAEBEB,,Morphine 100mg modified-release capsules,,Y
0407020Q0BNAAAK,Morphgesic SR 10mg tablets,0407020Q0AAAKAK,,Morphine 10mg modified-release tablets,,Y
0407020Q0BNAAAK,Morphgesic SR 10mg tablets,0407020Q0BBAAAK,,MST Continus 10mg tablets,,Y
0407020Q0BNABAL,Morphgesic SR 30mg tablets,0407020Q0AAALAL,,Morphine 30mg modified-release tablets,,Y
0407020Q0BNABAL,Morphgesic SR 30mg tablets,0407020Q0BBABAL,,MST Continus 30mg tablets,,Y
0407020Q0BNACAI,Morphgesic SR 60mg tablets,0407020Q0AAAIAI,,Morphine 60mg modified-release tablets,,Y
0407020Q0BNACAI,Morphgesic SR 60mg tablets,0407020Q0BBACAI,,MST Continus 60mg tablets,,Y
0407020Q0BNADAH,Morphgesic SR 100mg tablets,0407020Q0AAAHAH,,Morphine 100mg modified-release tablets,,Y
0407020Q0BNADAH,Morphgesic SR 100mg tablets,0407020Q0BBADAH,,MST Continus 100mg tablets,,Y
0407020Q0BQAAGE,Actimorph 2.5mg orodispersible tablets,0407020Q0AAGEGE,,Morphine 2.5mg orodispersible tablets sugar free,,Y
0407020Q0BQABGF,Actimorph 10mg orodispersible tablets,0407020Q0AAGFGF,,Morphine 10mg orodispersible tablets sugar free,,Y
0407020Q0BQACGG,Actimorph 1mg orodispersible tablets,0407020Q0AAGGGG,,Morphine 1mg orodispersible tablets sugar free,,Y
0407020Q0BQADGH,Actimorph 20mg orodispersible tablets,0407020Q0AAGHGH,,Morphine 20mg orodispersible tablets sugar free,,Y
0407020Q0BQAEGI,Actimorph 30mg orodispersible tablets,0407020Q0AAGIGI,,Morphine 30mg orodispersible tablets sugar free,,Y
0407020Q0BQAFGJ,Actimorph 5mg orodispersible tablets,0407020Q0AAGJGJ,,Morphine 5mg orodispersible tablets sugar free,,Y
0407020V0AAACAC,Pethidine 50mg tablets,0407020V0AABFBF,Oral tablet,Pethidine 50mg capsules,Oral capsule,Y
0407020V0AABFBF,Pethidine 50mg capsules,0407020V0AAACAC,Oral capsule,Pethidine 50mg tablets,Oral tablet,Y
0407030AFAAAAAA,Inotersen 284mg/1.5ml solution for injection pre-filled syringes,0407030AFBBAAAA,,Tegsedi 284mg/1.5ml solution for injection pre-filled syringes,,Y
0407030AFBBAAAA,Tegsedi 284mg/1.5ml solution for injection pre-filled syringes,0407030AFAAAAAA,,Inotersen 284mg/1.5ml solution for injection pre-filled syringes,,Y
0407041AAAAAAAA,Eletriptan 20mg tablets,0407041AABBAAAA,,Relpax 20mg tablets,,Y
0407041AAAAABAB,Eletriptan 40mg tablets,0407041AABBABAB,,Relpax 40mg tablets,,Y
0407041AABBAAAA,Relpax 20mg tablets,0407041AAAAAAAA,,Eletriptan 20mg tablets,,Y
0407041AABBABAB,Relpax 40mg tablets,0407041AAAAABAB,,Eletriptan 40mg tablets,,Y
0407041ABAAAAAA,Frovatriptan 2.5mg tablets,0407041ABBBAAAA,,Migard 2.5mg tablets,,Y
0407041ABAAAAAA,Frovatriptan 2.5mg tablets,0407041ABBCAAAA,,Mylatrip 2.5mg tablets,,Y
0407041ABBBAAAA,Migard 2.5mg tablets,0407041ABAAAAAA,,Frovatriptan 2.5mg tablets,,Y
0407041ABBBAAAA,Migard 2.5mg tablets,0407041ABBCAAAA,,Mylatrip 2.5mg tablets,,Y
0407041ABBCAAAA,Mylatrip 2.5mg tablets,0407041ABAAAAAA,,Frovatriptan 2.5mg tablets,,Y
0407041ABBCAAAA,Mylatrip 2.5mg tablets,0407041ABBBAAAA,,Migard 2.5mg tablets,,Y
0407041ADAAAAAA,Rimegepant 75mg oral lyophilisates sugar free,0407041ADBBAAAA,,Vydura 75mg oral lyophilisates,,Y
0407041ADBBAAAA,Vydura 75mg oral lyophilisates,0407041ADAAAAAA,,Rimegepant 75mg oral lyophilisates sugar free,,Y
0407041M0AAAAAA,Naratriptan 2.5mg tablets,0407041M0BBAAAA,,Naramig 2.5mg tablets,,Y
0407041M0BBAAAA,Naramig 2.5mg tablets,0407041M0AAAAAA,,Naratriptan 2.5mg tablets,,Y
0407041R0AAAAAA,Rizatriptan 5mg tablets,0407041R0BBAAAA,,Maxalt 5mg tablets,,Y
0407041R0AAABAB,Rizatriptan 10mg tablets,0407041R0AAADAD,Oral tablet,Rizatriptan 10mg orodispersible tablets sugar free,Orodispersible tablet sugar free,Y
0407041R0AAABAB,Rizatriptan 10mg tablets,0407041R0AAACAC,Oral tablet,Rizatriptan 10mg oral lyophilisates sugar free,Oral lyophilisate sugar free,Y
0407041R0AAABAB,Rizatriptan 10mg tablets,0407041R0BBABAB,,Maxalt 10mg tablets,,Y
0407041R0AAACAC,Rizatriptan 10mg oral lyophilisates sugar free,0407041R0AAABAB,Oral lyophilisate sugar free,Rizatriptan 10mg tablets,Oral tablet,Y
0407041R0AAACAC,Rizatriptan 10mg oral lyophilisates sugar free,0407041R0AAADAD,Oral lyophilisate sugar free,Rizatriptan 10mg orodispersible tablets sugar free,Orodispersible tablet sugar free,Y
0407041R0AAACAC,Rizatriptan 10mg oral lyophilisates sugar free,0407041R0BBACAC,,Maxalt Melt 10mg oral lyophilisates,,Y
0407041R0AAADAD,Rizatriptan 10mg orodispersible tablets sugar free,0407041R0AAABAB,Orodispersible tablet sugar free,Rizatriptan 10mg tablets,Oral tablet,Y
0407041R0AAADAD,Rizatriptan 10mg orodispersible tablets sugar free,0407041R0AAACAC,Orodispersible tablet sugar free,Rizatriptan 10mg oral lyophilisates sugar free,Oral lyophilisate sugar free,Y
0407041R0BBAAAA,Maxalt 5mg tablets,0407041R0AAAAAA,,Rizatriptan 5mg tablets,,Y
0407041R0BBABAB,Maxalt 10mg tablets,0407041R0AAABAB,,Rizatriptan 10mg tablets,,Y
0407041R0BBACAC,Maxalt Melt 10mg oral lyophilisates,0407041R0AAACAC,,Rizatriptan 10mg oral lyophilisates sugar free,,Y
0407041T0AAACAC,Sumatriptan 100mg tablets,0407041T0BBACAC,,Imigran 100mg tablets,,Y
0407041T0AAACAC,Sumatriptan 100mg tablets,0407041T0BBAJAC,,Imigran Radis 100mg tablets,,Y
0407041T0AAADAD,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,0407041T0AAAIAI,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection pre-filled disposable devices,Solution for injection,Y
0407041T0AAADAD,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,0407041T0AAAEAE,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection syringe refill,Solution for injection,Y
0407041T0AAADAD,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,0407041T0BBADAD,,Imigran Subject 6mg/0.5ml solution for injection pre-filled syringes with device,,Y
0407041T0AAAEAE,Sumatriptan 6mg/0.5ml solution for injection syringe refill,0407041T0AAAIAI,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection pre-filled disposable devices,Solution for injection,Y
0407041T0AAAEAE,Sumatriptan 6mg/0.5ml solution for injection syringe refill,0407041T0AAADAD,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,Solution for injection,Y
0407041T0AAAEAE,Sumatriptan 6mg/0.5ml solution for injection syringe refill,0407041T0BBAEAE,,Imigran Subject 6mg/0.5ml solution for injection syringe refill pack,,Y
0407041T0AAAFAF,Sumatriptan 50mg tablets,0407041T0BBAFAF,,Imigran 50mg tablets,,Y
0407041T0AAAFAF,Sumatriptan 50mg tablets,0407041T0BBAIAF,,Imigran Radis 50mg tablets,,Y
0407041T0AAAFAF,Sumatriptan 50mg tablets,0407041T0BDAAAF,,Migraitan 50mg tablets,,Y
0407041T0AAAFAF,Sumatriptan 50mg tablets,0407041T0BEAAAF,,Boots Migraine Relief 50mg tablets,,Y
0407041T0AAAFAF,Sumatriptan 50mg tablets,0407041T0BFAAAF,,Gramegran 50mg tablets,,Y
0407041T0AAAGAG,Sumatriptan 20mg/0.1ml nasal spray unit dose,0407041T0BBAGAG,,Imigran 20mg nasal spray,,Y
0407041T0AAAHAH,Sumatriptan 10mg/0.1ml nasal spray unit dose,0407041T0BBAHAH,,Imigran 10mg nasal spray,,Y
0407041T0AAAIAI,Sumatriptan 6mg/0.5ml solution for injection pre-filled disposable devices,0407041T0AAAEAE,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection syringe refill,Solution for injection,Y
0407041T0AAAIAI,Sumatriptan 6mg/0.5ml solution for injection pre-filled disposable devices,0407041T0AAADAD,Solution for injection,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,Solution for injection,Y
0407041T0BBACAC,Imigran 100mg tablets,0407041T0AAACAC,,Sumatriptan 100mg tablets,,Y
0407041T0BBACAC,Imigran 100mg tablets,0407041T0BBAJAC,,Imigran Radis 100mg tablets,,Y
0407041T0BBADAD,Imigran Subject 6mg/0.5ml solution for injection pre-filled syringes with device,0407041T0AAADAD,,Sumatriptan 6mg/0.5ml solution for injection pre-filled syringes with device,,Y
0407041T0BBAEAE,Imigran Subject 6mg/0.5ml solution for injection syringe refill pack,0407041T0AAAEAE,,Sumatriptan 6mg/0.5ml solution for injection syringe refill,,Y
0407041T0BBAFAF,Imigran 50mg tablets,0407041T0AAAFAF,,Sumatriptan 50mg tablets,,Y
0407041T0BBAFAF,Imigran 50mg tablets,0407041T0BBAIAF,,Imigran Radis 50mg tablets,,Y
0407041T0BBAFAF,Imigran 50mg tablets,0407041T0BDAAAF,,Migraitan 50mg tablets,,Y
0407041T0BBAFAF,Imigran 50mg tablets,0407041T0BEAAAF,,Boots Migraine Relief 50mg tablets,,Y
0407041T0BBAFAF,Imigran 50mg tablets,0407041T0BFAAAF,,Gramegran 50mg tablets,,Y
0407041T0BBAGAG,Imigran 20mg nasal spray,0407041T0AAAGAG,,Sumatriptan 20mg/0.1ml nasal spray unit dose,,Y
0407041T0BBAHAH,Imigran 10mg nasal spray,0407041T0AAAHAH,,Sumatriptan 10mg/0.1ml nasal spray unit dose,,Y
0407041T0BBAIAF,Imigran Radis 50mg tablets,0407041T0AAAFAF,,Sumatriptan 50mg tablets,,Y
0407041T0BBAIAF,Imigran Radis 50mg tablets,0407041T0BBAFAF,,Imigran 50mg tablets,,Y
0407041T0BBAIAF,Imigran Radis 50mg tablets,0407041T0BDAAAF,,Migraitan 50mg tablets,,Y
0407041T0BBAIAF,Imigran Radis 50mg tablets,0407041T0BEAAAF,,Boots Migraine Relief 50mg tablets,,Y
0407041T0BBAIAF,Imigran Radis 50mg tablets,0407041T0BFAAAF,,Gramegran 50mg tablets,,Y
0407041T0BBAJAC,Imigran Radis 100mg tablets,0407041T0AAACAC,,Sumatriptan 100mg tablets,,Y
0407041T0BBAJAC,Imigran Radis 100mg tablets,0407041T0BBACAC,,Imigran 100mg tablets,,Y
0407041T0BDAAAF,Migraitan 50mg tablets,0407041T0AAAFAF,,Sumatriptan 50mg tablets,,Y
0407041T0BDAAAF,Migraitan 50mg tablets,0407041T0BBAFAF,,Imigran 50mg tablets,,Y
0407041T0BDAAAF,Migraitan 50mg tablets,0407041T0BBAIAF,,Imigran Radis 50mg tablets,,Y
0407041T0BDAAAF,Migraitan 50mg tablets,0407041T0BEAAAF,,Boots Migraine Relief 50mg tablets,,Y
0407041T0BDAAAF,Migraitan 50mg tablets,0407041T0BFAAAF,,Gramegran 50mg tablets,,Y
0407041T0BEAAAF,Boots Migraine Relief 50mg tablets,0407041T0AAAFAF,,Sumatriptan 50mg tablets,,Y
0407041T0BEAAAF,Boots Migraine Relief 50mg tablets,0407041T0BBAFAF,,Imigran 50mg tablets,,Y
0407041T0BEAAAF,Boots Migraine Relief 50mg tablets,0407041T0BBAIAF,,Imigran Radis 50mg tablets,,Y
0407041T0BEAAAF,Boots Migraine Relief 50mg tablets,0407041T0BDAAAF,,Migraitan 50mg tablets,,Y
0407041T0BEAAAF,Boots Migraine Relief 50mg tablets,0407041T0BFAAAF,,Gramegran 50mg tablets,,Y
0407041T0BFAAAF,Gramegran 50mg tablets,0407041T0AAAFAF,,Sumatriptan 50mg tablets,,Y
0407041T0BFAAAF,Gramegran 50mg tablets,0407041T0BBAFAF,,Imigran 50mg tablets,,Y
0407041T0BFAAAF,Gramegran 50mg tablets,0407041T0BBAIAF,,Imigran Radis 50mg tablets,,Y
0407041T0BFAAAF,Gramegran 50mg tablets,0407041T0BDAAAF,,Migraitan 50mg tablets,,Y
